000001	XSHE	5703
000002	XSHE	5717
000004	XSHE	5721
000005	XSHE	4933
000006	XSHE	5706
000007	XSHE	5399
000008	XSHE	5463
000009	XSHE	5656
000010	XSHE	3936
000011	XSHE	5594
000012	XSHE	5720
000014	XSHE	5607
000016	XSHE	5666
000017	XSHE	4710
000018	XSHE	5564
000019	XSHE	5458
000020	XSHE	5328
000021	XSHE	5253
000022	XSHE	5342
000023	XSHE	5203
000024	XSHE	5190
000025	XSHE	5393
000026	XSHE	5426
000027	XSHE	5326
000028	XSHE	5343
000029	XSHE	5383
000030	XSHE	4599
000031	XSHE	5326
000032	XSHE	5245
000033	XSHE	4877
000034	XSHE	4795
000035	XSHE	4434
000036	XSHE	5050
000037	XSHE	4998
000038	XSHE	3634
000039	XSHE	5211
000040	XSHE	5044
000042	XSHE	5043
000043	XSHE	5063
000045	XSHE	5071
000046	XSHE	5096
000048	XSHE	5036
000049	XSHE	4926
000050	XSHE	4935
000055	XSHE	4747
000056	XSHE	4579
000058	XSHE	4133
000059	XSHE	4447
000060	XSHE	4543
000061	XSHE	4429
000062	XSHE	4477
000063	XSHE	4339
000065	XSHE	4108
000066	XSHE	4241
000068	XSHE	3918
000069	XSHE	4341
000070	XSHE	3590
000078	XSHE	4070
000088	XSHE	4377
000089	XSHE	4270
000090	XSHE	3904
000096	XSHE	3740
000099	XSHE	3741
000100	XSHE	2765
000150	XSHE	3338
000151	XSHE	3715
000153	XSHE	3495
000155	XSHE	3509
000156	XSHE	2105
000157	XSHE	3605
000158	XSHE	3655
000159	XSHE	3584
000166	XSHE	277
000301	XSHE	3705
000333	XSHE	598
000338	XSHE	2104
000400	XSHE	4303
000401	XSHE	4666
000402	XSHE	4699
000403	XSHE	3078
000404	XSHE	4688
000407	XSHE	4604
000408	XSHE	4315
000409	XSHE	4176
000410	XSHE	4643
000411	XSHE	4303
000413	XSHE	4503
000415	XSHE	4300
000416	XSHE	4565
000417	XSHE	4679
000418	XSHE	4448
000419	XSHE	4697
000420	XSHE	4648
000421	XSHE	4575
000422	XSHE	4641
000423	XSHE	4592
000425	XSHE	4614
000426	XSHE	4352
000428	XSHE	4544
000429	XSHE	4102
000430	XSHE	4441
000488	XSHE	3628
000498	XSHE	3255
000501	XSHE	5492
000502	XSHE	5254
000503	XSHE	5479
000504	XSHE	5217
000505	XSHE	5335
000506	XSHE	4841
000507	XSHE	5473
000509	XSHE	5249
000510	XSHE	5361
000511	XSHE	5379
000513	XSHE	5120
000514	XSHE	5329
000516	XSHE	5393
000517	XSHE	4509
000518	XSHE	4902
000519	XSHE	5162
000520	XSHE	4694
000521	XSHE	5324
000523	XSHE	5268
000524	XSHE	5279
000525	XSHE	5318
000526	XSHE	5079
000528	XSHE	5347
000529	XSHE	4449
000530	XSHE	5180
000531	XSHE	5280
000532	XSHE	5214
000533	XSHE	5201
000534	XSHE	5014
000536	XSHE	4423
000537	XSHE	5224
000538	XSHE	5317
000539	XSHE	5201
000540	XSHE	5168
000541	XSHE	5293
000543	XSHE	5319
000544	XSHE	5191
000545	XSHE	4694
000546	XSHE	4874
000547	XSHE	5171
000548	XSHE	5304
000550	XSHE	5316
000551	XSHE	5296
000552	XSHE	5041
000553	XSHE	5094
000554	XSHE	5302
000555	XSHE	4965
000557	XSHE	3863
000558	XSHE	5084
000559	XSHE	5313
000560	XSHE	4879
000561	XSHE	4592
000563	XSHE	5261
000564	XSHE	4975
000565	XSHE	5248
000566	XSHE	5096
000567	XSHE	5170
000568	XSHE	5198
000570	XSHE	5195
000571	XSHE	5041
000572	XSHE	5162
000573	XSHE	5172
000576	XSHE	5104
000581	XSHE	4169
000582	XSHE	4625
000584	XSHE	4680
000585	XSHE	4630
000586	XSHE	4474
000587	XSHE	4223
000589	XSHE	4790
000590	XSHE	4620
000591	XSHE	4662
000592	XSHE	4234
000593	XSHE	4678
000594	XSHE	725
000595	XSHE	4593
000596	XSHE	4501
000597	XSHE	4690
000598	XSHE	4706
000599	XSHE	4738
000600	XSHE	4520
000601	XSHE	4611
000603	XSHE	3973
000605	XSHE	4077
000606	XSHE	4530
000607	XSHE	4419
000608	XSHE	4529
000609	XSHE	4569
000610	XSHE	4624
000611	XSHE	4428
000612	XSHE	4441
000613	XSHE	3110
000615	XSHE	4478
000616	XSHE	4469
000617	XSHE	4590
000619	XSHE	4628
000620	XSHE	3312
000622	XSHE	2886
000623	XSHE	4551
000625	XSHE	4304
000626	XSHE	4420
000627	XSHE	4489
000628	XSHE	4156
000629	XSHE	4373
000630	XSHE	4447
000631	XSHE	3890
000632	XSHE	4602
000633	XSHE	3925
000635	XSHE	4587
000636	XSHE	4492
000637	XSHE	4599
000638	XSHE	3236
000639	XSHE	4449
000650	XSHE	4301
000651	XSHE	4593
000652	XSHE	4393
000655	XSHE	4346
000656	XSHE	4228
000657	XSHE	3624
000659	XSHE	4530
000661	XSHE	4564
000662	XSHE	4340
000663	XSHE	4440
000665	XSHE	4387
000666	XSHE	4458
000667	XSHE	4590
000668	XSHE	4099
000669	XSHE	4398
000670	XSHE	3005
000671	XSHE	4378
000672	XSHE	3002
000673	XSHE	4358
000676	XSHE	4373
000677	XSHE	4024
000678	XSHE	4301
000679	XSHE	4426
000680	XSHE	4546
000681	XSHE	3310
000682	XSHE	4516
000683	XSHE	4393
000685	XSHE	4505
000686	XSHE	4366
000687	XSHE	4372
000688	XSHE	3003
000690	XSHE	4551
000691	XSHE	4018
000692	XSHE	4467
000693	XSHE	2870
000695	XSHE	4121
000697	XSHE	4254
000698	XSHE	4431
000700	XSHE	4480
000701	XSHE	4544
000702	XSHE	4549
000703	XSHE	4477
000705	XSHE	4494
000707	XSHE	4424
000708	XSHE	4416
000709	XSHE	4367
000710	XSHE	4318
000711	XSHE	4293
000712	XSHE	4221
000713	XSHE	4416
000715	XSHE	4234
000716	XSHE	4129
000717	XSHE	4458
000718	XSHE	4266
000719	XSHE	3414
000720	XSHE	4409
000721	XSHE	4343
000722	XSHE	3876
000723	XSHE	4138
000725	XSHE	3551
000726	XSHE	3592
000727	XSHE	4409
000728	XSHE	4249
000729	XSHE	4462
000731	XSHE	4434
000732	XSHE	3614
000733	XSHE	4476
000735	XSHE	4457
000736	XSHE	3984
000737	XSHE	4490
000738	XSHE	4394
000739	XSHE	4421
000748	XSHE	4268
000750	XSHE	3350
000751	XSHE	4030
000752	XSHE	4429
000753	XSHE	4446
000755	XSHE	4349
000756	XSHE	4375
000757	XSHE	3062
000758	XSHE	4459
000759	XSHE	4339
000760	XSHE	4135
000761	XSHE	4262
000762	XSHE	4383
000766	XSHE	4315
000767	XSHE	4356
000768	XSHE	4360
000776	XSHE	3610
000777	XSHE	4430
000778	XSHE	4426
000779	XSHE	4409
000780	XSHE	4410
000782	XSHE	4385
000783	XSHE	4206
000785	XSHE	4286
000786	XSHE	4348
000788	XSHE	4305
000789	XSHE	4374
000790	XSHE	4276
000791	XSHE	4335
000792	XSHE	4202
000793	XSHE	4120
000795	XSHE	4292
000796	XSHE	4098
000797	XSHE	4430
000798	XSHE	4220
000799	XSHE	4283
000800	XSHE	4471
000801	XSHE	4198
000802	XSHE	4206
000803	XSHE	4261
000806	XSHE	4099
000807	XSHE	4189
000809	XSHE	4010
000810	XSHE	3856
000811	XSHE	4167
000812	XSHE	4111
000813	XSHE	3828
000815	XSHE	3870
000816	XSHE	4349
000818	XSHE	4044
000819	XSHE	4432
000820	XSHE	3445
000821	XSHE	4190
000822	XSHE	4218
000823	XSHE	4411
000825	XSHE	4148
000826	XSHE	4084
000828	XSHE	4240
000829	XSHE	4123
000830	XSHE	4197
000831	XSHE	3704
000833	XSHE	3925
000835	XSHE	3769
000836	XSHE	4284
000837	XSHE	4101
000838	XSHE	4351
000839	XSHE	4254
